Id,SalePrice
1145,190749.46700490295
2726,222061.19824029895
703,144055.5596687874
760,127122.50297623912
1964,156968.30182253284
2512,180216.7628123674
159,117314.20698493827
1281,172418.7407430739
468,198425.99506243557
290,125339.12061666237
665,110639.5666600465
1463,243753.36966481002
1792,218115.6926477623
923,172352.2600559702
500,287302.2937073084
1408,179284.27899084386
331,78400.59478455344
170,145563.9802194391
2192,93296.34677183935
2571,252619.1940943059
2314,165342.91362493395
2647,87244.14914649815
422,426043.78672865353
2457,338700.12694940227
1838,193547.77711775707
2805,254989.0667517424
1645,149798.52730983723
1711,310026.7374245306
2825,245211.56453897187
322,312194.1443886481
2103,259159.35074095763
342,110709.55486740044
600,127912.0870360241
488,166715.01219643708
1725,297337.4915039059
2246,303046.3590224192
2847,142102.4143817938
806,230330.65059077193
530,234758.90278454896
963,193230.3727453168
2678,103269.63415015323
171,84415.18527859278
2401,420417.8202902194
805,223695.18436068183
2259,258286.09624047097
1748,190163.3686661947
1361,138388.8861391659
1677,108763.93951163146
1406,174320.6072124899
2322,270466.764497287
688,148761.44466593096
143,142685.3034241523
804,203295.085863571
1214,208936.72578847033
2828,134442.86202875533
1999,191667.93661407716
2467,210691.57054700516
2665,159509.09777614108
1538,329565.0066420854
398,116996.62776152295
2822,151777.08770692095
2157,135789.18894347962
1856,197497.1358968184
1269,110349.9225492525
2570,108251.83597400998
2320,237212.24835581108
1517,142632.68291745518
2304,135376.31684671578
1312,93375.40339003495
2012,133285.45789964224
506,253642.513290405
2865,216318.40055910806
2367,95572.34405726797
554,83612.03559502169
238,138434.85995860773
1954,93976.39592321897
2488,119025.67344424098
2291,61900.20987068678
1969,118010.29690341123
2725,169698.16310826797
1482,143109.4693535576
2763,208238.15967728075
503,267383.59501253034
1584,252993.43917339633
1531,154401.44702637833
2210,203589.34919563038
459,316557.922807328
556,126921.1374256204
1347,128405.10036961848
1290,65205.992985694145
1388,96674.96572561224
1571,294747.0462441423
2754,210579.59908624235
765,136373.27701983004
2494,130858.00664551053
2870,244337.03964968998
7,240244.73201181504
1114,238918.43852208875
2418,273235.5782494926
291,127104.38443962285
18,366965.17006028834
39,384829.95064997516
1001,277725.41260724666
2442,229015.4772761314
616,112757.867073624
2680,85635.87987429566
1414,135296.83153788763
289,161587.3848434508
40,274269.8676303968
860,137161.37977431805
409,128618.87285368516
673,161279.7582793931
2427,182678.70868001893
2036,215523.7681407661
2564,133891.3607979527
642,163802.70966554052
1008,175098.6463645663
1908,150617.98562653837
2519,203747.3568608549
1369,90782.58573438865
2855,151519.96514598557
712,91674.662078168
1943,119468.21835986058
1958,116456.83071493967
107,169052.6771828558
2295,208734.98511811436
704,104060.23824093572
676,124283.93560298045
259,182248.61458794764
93,284082.7596002328
106,239906.21968737678
2315,173833.4361035535
1050,91431.34252319638
1095,211421.9424112112
2709,159098.09094117285
758,156480.0503207194
1496,160050.4504093222
2370,112206.58156657768
2458,300098.0908772253
2733,142276.66705995458
161,238724.81628159393
726,156742.35756998853
845,212203.30571499752
947,258280.5327227688
2232,118047.28933281625
2563,129793.48961641514
2299,150089.89525419797
211,63295.060867805325
605,147171.98652816017
1478,200474.05946062584
2247,279960.9488183525
2274,227925.48756923713
2869,231672.8918343412
967,209378.0781088045
2656,114493.50257736018
667,200489.83108813918
1042,107762.00888681733
2023,154309.402162732
2447,370438.13544937427
2055,126936.05015741914
2275,291672.4088139559
2204,175806.99242471828
1563,284470.53392180154
483,220898.48156342038
796,126585.97429033724
1526,159865.0958553881
2042,129192.43374719533
442,338935.0254274558
1693,335470.97793359583
1468,218086.33973684142
1430,197728.26776368072
2605,154182.8204292999
1529,189549.56798995633
335,148818.13604605
1287,113836.23412622904
31,96447.50103129532
1785,334161.5710903262
82,162917.3260218227
2620,112707.54787096467
252,176519.97952730834
721,55330.242046700645
2165,191380.18310586314
2316,199324.99015049744
775,149701.19685734226
1558,95129.23149246874
17,222334.38736648968
1022,227794.76866706804
925,122116.35373151544
438,290124.60733524745
1270,137709.70891067266
1272,129920.62314920788
215,134581.6538096442
266,230651.48178597787
2402,300132.62329695537
1250,125377.5234857268
1984,113190.1804251156
1279,148488.0506047153
377,242071.3330640029
1252,120559.43779161804
2156,254441.62952488672
499,331439.3439222645
1374,126276.79832209414
2898,241706.0065544295
401,106130.48976374815
2721,146214.02023852852
2078,253604.9145777282
2589,117484.98180167243
1946,237273.87739817373
1334,112184.6673544723
2781,218751.02228186984
431,386725.9943706747
576,200005.83079693365
1474,211682.3915095478
2254,137588.0060275702
2155,277915.0224764443
885,112199.67045210132
643,147834.31165763663
1944,126558.59496400763
480,196355.23561583154
2845,101181.39750336677
2387,333024.48481700674
2407,219143.8142550548
2527,171552.69631681443
2514,141834.24939507112
629,129309.46893439261
80,212006.85792101244
1876,139900.23781785116
1546,108208.6907973436
2518,183226.13043303994
2347,147415.38328344186
783,219984.23487845273
1322,29614.078055341975
194,95209.18509210732
1770,304780.84205650695
2143,146706.16284958407
1229,235516.39206846888
511,280997.2804715011
46,242812.48903366682
1348,147950.04629824776
2465,209878.31535143362
387,230005.30595134004
873,230046.98559510036
1918,103521.26531865708
2764,232560.262360037
2184,119784.2146163924
934,144488.48418121648
1920,123945.92200141713
2631,152625.39291458795
1768,524272.73790647736
2040,125648.32025759094
1749,219050.62923167998
834,257391.72920430813
1457,223079.54644399838
79,99799.1520824778
2302,123713.76716773123
1817,154199.90944410636
2755,243710.44071746717
359,175721.8076079713
2059,106516.19111633101
2092,231924.37921206906
2516,226738.9941110534
150,100372.71143740944
1656,119375.86980941493
83,102365.38007187042
2411,190542.61702219138
795,89373.48957909542
2312,212222.41587028548
2917,102802.05405409822
1624,175207.57975322058
2215,299675.28354359977
1211,142666.7323576301
1485,156109.74422057075
1024,195717.6619738312
570,199204.72331945505
2874,149403.67677149057
700,146982.39430120317
2756,214646.2837341822
2022,174360.96717775144
583,228236.99156199687
2392,376278.9102108662
2424,175352.90825709124
212,109914.20080116531
736,124656.99738540953
1610,170778.91545145787
890,107474.87832483242
467,187566.68133323884
578,187932.09348375056
1747,193807.901584329
1149,146355.9190613069
2758,258944.0228487527
857,141611.33209783016
2219,261940.53185569672
733,87465.96228639528
2909,115933.15914067325
1798,252825.47697579724
235,128952.29808860642
2366,126389.464215319
1027,128899.17622489054
1195,143225.26766474222
1303,39276.51054686953
148,196877.50836165348
608,164911.47127793182
2515,215870.78697081667
821,266812.2337706096
2500,271799.0334048287
745,109652.2797102309
741,131821.50655419476
1611,136874.23942619306
2532,130318.55019015136
1081,229618.90406032183
1692,419720.2818997038
2520,184082.6998680833
276,134580.7825745054
1992,130262.66044485073
663,41840.45525241074
418,110810.47316210739
1733,206826.36543378208
2359,143309.89760985697
253,187098.04683910977
1518,174365.92839863332
2035,140706.66144511916
2919,66318.49619070852
1540,239711.48502999474
2120,148848.16952003588
1674,168594.0384628007
256,139993.00359648338
2361,107477.46405180446
978,71613.26624629679
2280,128178.31622927492
2095,232381.00975740165
1709,341400.4844741667
2801,243620.64979626617
1246,118232.94593641143
2373,89214.12668669451
1055,320700.5469397635
2017,134962.76168273695
1099,303003.3537066902
1344,86752.57192614756
835,208113.87394210408
1117,229179.04319647988
2043,91239.40872115853
2085,104460.3258296191
410,148156.72067689773
2650,102720.47367025964
2867,167438.3226875129
1668,106942.47531098382
1161,159753.7747893673
2122,185119.36369178412
2539,153028.89682962303
1047,135711.0993468968
1445,146167.61445338288
541,122884.55594085772
569,225322.7357612553
1276,119625.2116846806
918,145429.13197614186
326,169348.72744152503
1936,127731.09412729781
895,103143.53217378478
257,148659.9840619538
1241,173700.7892524846
1545,118543.65437023422
1189,171296.8475538097
270,138706.87115882352
2066,196557.27013054024
693,110464.71726490659
1259,143148.3626543551
2916,159435.86639908366
2321,305570.7383118652
1977,89811.85541478245
1895,134045.1713882523
1240,171507.74822436966
85,149834.69761093782
1823,121678.31883736864
825,293613.1174456004
110,232170.74003275888
697,123634.95514052761
2297,114110.67501065177
1231,133691.90843643935
1355,140690.8313389435
968,326673.28490723594
584,228219.948423932
1315,142396.37371784353
1606,141455.61841533252
206,95813.98878460439
1685,367064.71038876835
2016,124125.72853218109
869,197780.43608851382
2135,122334.34467492242
2346,178396.70382201494
2430,235081.19378882536
2198,69824.53388921652
2652,125561.80772449009
27,113734.81865789268
241,168298.7635156392
906,138769.14728107353
1506,121421.13623172326
2098,359611.38468915055
1435,221788.0065710435
2213,165613.22909233984
1274,125250.98614519736
743,4635.174191909444
1737,208870.0145941581
2797,266914.1256628019
2185,50412.34013341939
58,169325.69336706656
830,211112.3221163785
808,107540.47123421496
680,144492.06805896663
1153,91235.99505330926
1291,141141.84080470918
1818,157908.29838726213
2161,194122.29223602245
1883,106433.38494316905
350,345473.1607400766
2473,146478.67932857882
295,192640.65494320437
293,183830.9833143904
859,128555.91340079597
288,68422.1052688058
1578,152976.69720683058
102,204663.64173707034
2831,126777.77541014925
1030,141867.58311742172
2551,145919.56356348476
1286,167275.31745580476
958,306468.2576771724
776,130917.95430309715
72,248372.1013800139
2263,257747.99506545742
1866,157987.5850585246
2876,67609.01154246772
2146,229025.99118043584
103,174368.1457744488
1500,117948.06657498403
492,187134.91812586636
167,157886.57741651527
2597,122175.09671585816
2685,115304.87692728954
1035,157116.3262577276
1220,78202.20211801285
2602,158390.6128985333
2159,207904.03661900127
695,145823.4620056374
1109,277159.6641610333
640,178902.3179948133
1652,138854.49866682358
2090,163079.01931310934
1188,178159.47448704828
2345,224609.33746619493
1059,391465.7763284192
2751,240912.7754735929
128,205233.74615124988
1523,191557.08115814475
2925,189258.31079071388
2145,288630.89651369443
1121,226382.3579460759
566,237275.26960541875
565,254964.07853263698
1331,140488.67713812683
2928,115531.46050367432
156,138092.50369561758
797,136797.89441982273
327,88168.89979816221
2859,140248.7912406194
1453,111799.89240863702
1762,348307.0691512721
1868,209681.3450592378
1760,173979.23270889802
1113,226135.57337456732
1812,197146.10892332852
117,156678.42114968222
1142,210146.08057099016
2342,407439.50252346444
927,156201.22893536932
2478,178328.5112923257
655,73532.23407994767
2064,123659.54331509689
369,303938.74841420964
2239,118242.25715125845
2732,214476.32203545858
1653,161000.87137673824
959,227563.4033962518
2395,362959.4358901667
1412,106367.77700847169
271,246505.35884905639
1484,145155.28937192375
1497,162029.73651297006
552,147003.8260095452
2,129532.38200688659
1855,313250.29146517377
4,272913.21420150535
2292,155714.9606445389
134,137005.26979250828
646,89081.38395209191
42,317349.9084941484
532,226631.36576410194
713,96340.86327058081
2561,140275.6430156663
2360,132288.84572630483
1333,124567.3978392506
1407,214876.64921706106
2892,298587.6176945201
574,210394.453800333
1227,203784.48222849425
2591,211335.65671998143
1476,219768.740990352
1125,268673.95529032295
1446,146440.1644660606
408,127285.05749972533
1101,296827.3718025434
2251,203451.5223884056
373,180501.12299179283
2554,132831.77642633716
2382,271745.0846600346
1985,83682.34717900287
519,256663.8274369344
1093,189614.81323953325
864,244121.97715969273
2889,141350.13077108611
2308,200745.81579469764
986,172499.17380260755
1302,151505.3867451976
585,149307.30486051494
2708,145375.97041735746
147,137758.75732061733
1441,222888.25881137603
383,196325.7125756397
285,156856.2647573113
181,107201.09787760471
358,190568.97749448667
780,171917.34609744867
258,186750.51068826808
1865,225548.50139543347
692,109429.38788604253
2902,324882.1681136407
508,255662.827760188
2638,153858.43717678997
36,142838.43925558907
611,168291.5037540701
2281,162080.39297777685
1678,115185.26823360781
1696,431857.09202756
1557,45163.75771235812
2180,165673.86608147083
1726,234269.95783281722
951,143347.65635552778
267,219966.82674619032
2706,136689.39917208362
2221,269289.0249756873
1357,169201.6529260489
2901,311022.99621140637
347,161342.104066008
2164,195323.73383019504
1586,306330.953030894
360,146257.09437760763
1769,272633.486894274
2617,171645.3801803004
1879,127195.27564137879
991,228270.4135173165
1535,132480.80641760075
1191,135758.0460731538
1579,233106.56929994398
1882,28174.586053436153
1510,138713.90154731084
2196,152287.3681339431
1845,183459.0177557348
2336,402728.0148272889
942,82693.50125275462
861,126835.28364273373
2555,125539.99068340159
1392,174101.23866353923
2099,260550.91787091683
1543,118601.29198740024
948,275581.87617921137
1239,185612.39253776628
22,189420.47472318227
2796,241765.2440804814
2747,182892.46788780496
92,291961.9195484817
210,169540.60078692448
1858,197503.77002074834
2228,142982.54007137104
447,256703.7527874463
827,247956.35724335402
1649,229555.42568679134
682,136554.61931397
2698,113411.65478447787
494,156290.02511326468
214,82222.10761274579
2441,236746.39367854997
2679,119741.49240476562
1336,128012.46005723956
465,179116.89746917298
1524,146819.80406866304
2543,110236.32142233985
631,145682.60353872334
2452,318353.96312609274
228,165921.43523402026
126,189000.44912145424
1092,245887.41050952527
1122,219937.78389433888
932,240873.85392901252
1980,49976.018614554654
2171,122839.05502915531
551,163619.01662318755
2768,169943.4247146232
2056,110673.95184709031
1159,349377.55603296636
2645,131197.28907413024
1174,164266.061126483
2266,216190.06959421697
2462,357343.00624898507
1219,142495.6037838309
2922,175916.8083757734
118,154894.02394394993
474,155943.60574303736
2576,154703.1785546296
872,274203.0434728361
1077,221178.29045011572
1536,158499.75524703934
1150,114699.6567249324
2341,344932.0620450022
1931,153562.36352580247
2785,135932.48044479112
2538,123354.65239389415
597,198148.74448459002
464,200689.36236776435
233,231864.55635258486
2169,129735.54430842752
2123,173841.7925552119
1867,180803.62738123213
137,251692.75248217527
515,244128.9402373678
933,96839.91174748974
2784,157632.46476731895
972,160531.65772890864
599,174638.64182345403
2614,124088.58743173827
2582,141041.0896040068
1409,179605.437678885
175,103614.46970571551
352,246745.20993479446
976,91397.60511243723
2134,191386.92725048377
984,109112.2640651329
2396,345059.23166076175
1673,133524.7352774121
404,124473.04781990648
607,178800.5442806684
814,159771.43316904735
868,187378.44783871048
2271,190998.82569351906
1633,249186.67781860268
337,168487.43034919226
2765,181622.3421249389
1746,258484.1850649418
368,350600.9439330816
2806,208439.38309949002
1662,187320.4185260754
1234,223684.49678599808
1373,123515.28248125377
1672,103607.61563658685
1939,124486.58642672256
